subjCode,workerId,assignmentId,hitId,pic1,pic2,country1,country2,expTimer,response,trial_number,rt
subjCode,workerId,assignmentId,hitId,avocado,firemanhat,unspecified,unspecified,11.157,6,8,848
subjCode,workerId,assignmentId,hitId,avocado,santahat,unspecified,unspecified,12.021,5,9,354
subjCode,workerId,assignmentId,hitId,avocado,television,unspecified,unspecified,20.017,1,10,7485
subjCode,workerId,assignmentId,hitId,banana,greenbeans,unspecified,unspecified,21.416,3,11,889
subjCode,workerId,assignmentId,hitId,banana,noentrysign,unspecified,unspecified,22.527,4,12,596
subjCode,workerId,assignmentId,hitId,baseball,football,unspecified,unspecified,23.589,5,13,549
subjCode,workerId,assignmentId,hitId,baseball,ketchup,unspecified,unspecified,24.492,6,14,388
subjCode,workerId,assignmentId,hitId,baseball,moviecamera,unspecified,unspecified,25.547,7,15,536
subjCode,workerId,assignmentId,hitId,baseballmitt,greenbeans,unspecified,unspecified,27.061,2,16,1002
subjCode,workerId,assignmentId,hitId,baseballmitt,piano,unspecified,unspecified,28.312,1,17,740
subjCode,workerId,assignmentId,hitId,basketball,clarinet,unspecified,unspecified,29.091,2,18,258
subjCode,workerId,assignmentId,hitId,basketball,handicappedparking,unspecified,unspecified,29.664,3,19,50
subjCode,workerId,assignmentId,hitId,anvil,binoculars,unspecified,unspecified,1.841,￿,1,-1
subjCode,workerId,assignmentId,hitId,anvil,rhinoceros,unspecified,unspecified,3.266,￿,2,-1
subjCode,workerId,assignmentId,hitId,anvil,santahat,unspecified,unspecified,4.873,￿,3,-1
subjCode,workerId,assignmentId,hitId,anvil,baseball,unspecified,unspecified,2.13,1,1,652
subjCode,workerId,assignmentId,hitId,apricot,frog,unspecified,unspecified,3.839,1,2,1198
subjCode,workerId,assignmentId,hitId,apricot,tire,unspecified,unspecified,5.241,1,3,891
subjCode,workerId,assignmentId,hitId,artichoke,basketball,unspecified,unspecified,5.871,1,4,113
subjCode,workerId,assignmentId,hitId,artichoke,piano,unspecified,unspecified,6.386,1,5,4
subjCode,workerId,assignmentId,hitId,artichoke,raspberry,unspecified,unspecified,7.15,1,6,246
subjCode,workerId,assignmentId,hitId,avocado,potato,unspecified,unspecified,7.699,1,7,29
subjCode,workerId,assignmentId,hitId,banana,chick,unspecified,unspecified,8.224,1,8,9
subjCode,workerId,assignmentId,hitId,banana,greenbeans,unspecified,unspecified,8.993,2,9,254
subjCode,workerId,assignmentId,hitId,banana,lemon,unspecified,unspecified,10.485,2,10,976
subjCode,workerId,assignmentId,hitId,baseball,crosswalksign,unspecified,unspecified,11.764,3,11,765
subjCode,workerId,assignmentId,hitId,baseball,pumpkin,unspecified,unspecified,15.725,3,12,3448
subjCode,workerId,assignmentId,hitId,baseball,trumpet,unspecified,unspecified,16.869,4,13,631
subjCode,workerId,assignmentId,hitId,baseballmitt,mailbox,unspecified,unspecified,19.467,5,14,2086
subjCode,workerId,assignmentId,hitId,baseballmitt,tennisball,unspecified,unspecified,22.333,7,15,2353
subjCode,workerId,assignmentId,hitId,basketball,cactus,unspecified,unspecified,25.13,6,16,2283
subjCode,workerId,assignmentId,hitId,anvil,binoculars,unspecified,unspecified,1.733,4,1,1007
subjCode,workerId,assignmentId,hitId,anvil,crosswalksign,unspecified,unspecified,3.093,3,2,345
subjCode,workerId,assignmentId,hitId,anvil,orange,unspecified,unspecified,4.472,2,3,367
subjCode,workerId,assignmentId,hitId,apricot,cigar,unspecified,unspecified,5.678,1,4,192
subjCode,workerId,assignmentId,hitId,artichoke,baseballmitt,unspecified,unspecified,7.046,5,5,355
subjCode,workerId,assignmentId,hitId,artichoke,driedcorn,unspecified,unspecified,8.935,6,6,877
subjCode,workerId,assignmentId,hitId,artichoke,football,unspecified,unspecified,10.493,7,7,542
subjCode,workerId,assignmentId,hitId,artichoke,garlic,unspecified,unspecified,12.227,5,8,718
subjCode,workerId,assignmentId,hitId,artichoke,tennisball,unspecified,unspecified,13.459,4,9,218
subjCode,workerId,assignmentId,hitId,anvil,greekcolumn,unspecified,unspecified,29.736,2,1,2488
subjCode,workerId,assignmentId,hitId,anvil,strawberry,unspecified,unspecified,31.112,3,2,359
subjCode,workerId,assignmentId,hitId,apricot,raspberry,unspecified,unspecified,32.683,4,3,555
subjCode,workerId,assignmentId,hitId,apricot,tiger,unspecified,unspecified,34.6,5,4,906
subjCode,workerId,assignmentId,hitId,anvil,coconut,unspecified,unspecified,1.683,1,1,440
subjCode,workerId,assignmentId,hitId,apricot,bear,unspecified,unspecified,2.836,2,2,139
subjCode,workerId,assignmentId,hitId,apricot,santahat,unspecified,unspecified,3.958,3,3,110
subjCode,workerId,assignmentId,hitId,apricot,violin,unspecified,unspecified,5.002,4,4,31
subjCode,workerId,assignmentId,hitId,artichoke,rubberducky,unspecified,unspecified,6.243,5,5,225
subjCode,workerId,assignmentId,hitId,avocado,cigar,unspecified,unspecified,7.528,6,6,273
subjCode,workerId,assignmentId,hitId,banana,hockeypuck,unspecified,unspecified,8.622,7,7,78
subjCode,workerId,assignmentId,hitId,anvil,carrot,unspecified,unspecified,1.428,1,1,451
subjCode,workerId,assignmentId,hitId,anvil,eggplant,unspecified,unspecified,3.429,1,2,985
subjCode,workerId,assignmentId,hitId,anvil,grapefruithalves,unspecified,unspecified,4.65,3,3,204
subjCode,workerId,assignmentId,hitId,anvil,lemon,unspecified,unspecified,5.9,4,4,237
subjCode,workerId,assignmentId,hitId,anvil,wholewatermelon,unspecified,unspecified,7.06,7,5,147
subjCode,workerId,assignmentId,hitId,apricot,iguana,unspecified,unspecified,8.309,6,6,241
subjCode,workerId,assignmentId,hitId,artichoke,penguin,unspecified,unspecified,9.329,5,7,8
subjCode,workerId,assignmentId,hitId,artichoke,piano,unspecified,unspecified,10.376,4,8,35
subjCode,workerId,assignmentId,hitId,banana,firehydrant,unspecified,unspecified,11.538,2,9,150
subjCode,workerId,assignmentId,hitId,banana,walkietalkie,unspecified,unspecified,12.618,5,10,67
subjCode,workerId,assignmentId,hitId,banana,wholewatermelon,unspecified,unspecified,14.024,7,11,389
subjCode,workerId,assignmentId,hitId,baseball,fox,unspecified,unspecified,17.197,7,12,2161
subjCode,workerId,assignmentId,hitId,baseball,peapod,unspecified,unspecified,18.416,6,13,209
subjCode,workerId,assignmentId,hitId,baseball,walkietalkie,unspecified,unspecified,19.549,4,14,120
subjCode,workerId,assignmentId,hitId,anvil,trafficcone,unspecified,unspecified,9.37,1,1,5903
subjCode,workerId,assignmentId,hitId,apricot,rubberducky,unspecified,unspecified,11.157,2,2,769
subjCode,workerId,assignmentId,hitId,anvil,basketball,unspecified,unspecified,1.842,1,1,867
subjCode,workerId,assignmentId,hitId,anvil,chick,unspecified,unspecified,3.392,2,2,525
subjCode,workerId,assignmentId,hitId,anvil,frog,unspecified,unspecified,2.297,3,1,1508
subjCode,workerId,assignmentId,hitId,anvil,kiwihalf,unspecified,unspecified,1.448,1,1,600
subjCode,workerId,assignmentId,hitId,anvil,handicappedparking,unspecified,unspecified,3.935,1,1,2833
subjCode,workerId,assignmentId,hitId,anvil,bison,unspecified,unspecified,1.581,1,1,770
subjCode,workerId,assignmentId,hitId,anvil,hotdog,unspecified,unspecified,2.216,2,1,1317
subjCode,workerId,assignmentId,hitId,anvil,bulldozer,unspecified,unspecified,1.916,1,1,967
subjCode,workerId,assignmentId,hitId,anvil,lemon,unspecified,unspecified,30.839,1,2,27896
subjCode,workerId,assignmentId,hitId,apricot,fox,unspecified,unspecified,33.062,2,3,1206
subjCode,workerId,assignmentId,hitId,anvil,eggplant,unspecified,unspecified,165.729,1,1,164164
subjCode,workerId,assignmentId,hitId,anvil,weddingcake,unspecified,unspecified,179.414,1,2,12661
subjCode,workerId,assignmentId,hitId,apricot,eggplant,unspecified,unspecified,192.314,1,3,11883
subjCode,workerId,assignmentId,hitId,apricot,wholewatermelon,unspecified,unspecified,249.898,1,4,56560
subjCode,workerId,assignmentId,hitId,artichoke,baseballmitt,unspecified,unspecified,263.407,1,5,12488
subjCode,workerId,assignmentId,hitId,artichoke,crosswalksign,unspecified,unspecified,273.1,1,6,8674
subjCode,workerId,assignmentId,hitId,artichoke,football,unspecified,unspecified,346.046,1,7,71926
subjCode,workerId,assignmentId,hitId,banana,moviecamera,unspecified,unspecified,425.478,1,8,78414
subjCode,workerId,assignmentId,hitId,banana,television,unspecified,unspecified,470.552,1,9,44052
subjCode,workerId,assignmentId,hitId,banana,trumpet,unspecified,unspecified,483.206,1,10,11637
subjCode,workerId,assignmentId,hitId,baseball,iguana,unspecified,unspecified,489.185,1,11,4961
subjCode,workerId,assignmentId,hitId,baseball,tiger,unspecified,unspecified,497.682,1,12,7480
subjCode,workerId,assignmentId,hitId,anvil,mailbox,unspecified,unspecified,1.845,1,1,1050
subjCode,workerId,assignmentId,hitId,apricot,sideroadsign,unspecified,unspecified,4.103,4,2,1236
subjCode,workerId,assignmentId,hitId,anvil,piano,unspecified,unspecified,1.497,1,1,375
subjCode,workerId,assignmentId,hitId,anvil,crosswalksign,unspecified,unspecified,2.055,1,1,1218
subjCode,workerId,assignmentId,hitId,anvil,kiwihalf,unspecified,unspecified,4.032,1,2,960
subjCode,workerId,assignmentId,hitId,anvil,lion,unspecified,unspecified,5.414,2,3,361
